,sbfl_score
org.apache.commons.lang3.LocaleUtils:56,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:57,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:89,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:92,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:96,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:121,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:124,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:127,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:130,0.09090909090909091
org.apache.commons.lang3.LocaleUtils:136,0.09090909090909091
