,sbfl_score
org.apache.commons.lang3.text.StrBuilder:2242,0.5
org.apache.commons.lang3.text.StrBuilder:2243,0.5
org.apache.commons.lang3.text.StrBuilder:2244,0.5
org.apache.commons.lang3.text.StrBuilder:2248,0.5
org.apache.commons.lang3.text.StrBuilder:2284,0.5
org.apache.commons.lang3.text.StrBuilder:1755,0.3333333333333333
org.apache.commons.lang3.text.StrBuilder:1756,0.3333333333333333
org.apache.commons.lang3.text.StrBuilder:1757,0.3333333333333333
org.apache.commons.lang3.text.StrBuilder:1758,0.3333333333333333
org.apache.commons.lang3.text.StrBuilder:1759,0.3333333333333333
