,sbfl_score
org.apache.commons.lang3.time.DateUtils:980,0.14285714285714285
org.apache.commons.lang3.time.DateUtils:989,0.14285714285714285
org.apache.commons.lang3.time.DateUtils:1036,0.09090909090909091
org.apache.commons.lang3.time.DateUtils:1011,0.07692307692307693
org.apache.commons.lang3.time.DateUtils:699,0.07142857142857142
org.apache.commons.lang3.time.DateUtils:702,0.07142857142857142
org.apache.commons.lang3.time.DateUtils:703,0.07142857142857142
org.apache.commons.lang3.time.DateUtils:704,0.07142857142857142
org.apache.commons.lang3.time.DateUtils:705,0.07142857142857142
org.apache.commons.lang3.time.DateUtils:1000,0.047619047619047616
