,sbfl_score
org.apache.commons.lang3.ClassUtils:982,1.0
org.apache.commons.lang3.ClassUtils:984,0.1111111111111111
org.apache.commons.lang3.ClassUtils:981,0.07142857142857142
org.apache.commons.lang3.ClassUtils:983,0.07142857142857142
org.apache.commons.lang3.ClassUtils:986,0.07142857142857142
org.apache.commons.lang3.ClassUtils:987,0.07142857142857142
org.apache.commons.lang3.ClassUtils:988,0.07142857142857142
org.apache.commons.lang3.ClassUtils:990,0.07142857142857142
org.apache.commons.lang3.ClassUtils:52,0.009345794392523364
org.apache.commons.lang3.ClassUtils:62,0.009345794392523364
