,sbfl_score
org.apache.commons.lang3.SerializationUtils:308,1.0
org.apache.commons.lang3.SerializationUtils:310,1.0
org.apache.commons.lang3.SerializationUtils:311,1.0
org.apache.commons.lang3.SerializationUtils:312,1.0
org.apache.commons.lang3.SerializationUtils:313,1.0
org.apache.commons.lang3.SerializationUtils:314,1.0
org.apache.commons.lang3.SerializationUtils:82,0.16666666666666666
org.apache.commons.lang3.SerializationUtils:84,0.16666666666666666
org.apache.commons.lang3.SerializationUtils:87,0.16666666666666666
org.apache.commons.lang3.SerializationUtils:95,0.16666666666666666
