,sbfl_score
org.apache.commons.lang3.StringEscapeUtils:523,1.0
org.apache.commons.lang3.StringEscapeUtils:633,0.5
org.apache.commons.lang3.StringEscapeUtils:176,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils:180,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils:181,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils:182,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils:187,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils:583,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils:510,0.16666666666666666
org.apache.commons.lang3.StringUtils:1771,0.1111111111111111
