class,line,hits
org.apache.commons.lang3.JavaVersion,27,1
org.apache.commons.lang3.JavaVersion,29,1
org.apache.commons.lang3.JavaVersion,32,1
org.apache.commons.lang3.JavaVersion,34,1
org.apache.commons.lang3.JavaVersion,37,1
org.apache.commons.lang3.JavaVersion,39,1
org.apache.commons.lang3.JavaVersion,42,1
org.apache.commons.lang3.JavaVersion,44,1
org.apache.commons.lang3.JavaVersion,47,1
org.apache.commons.lang3.JavaVersion,49,1
org.apache.commons.lang3.JavaVersion,52,1
org.apache.commons.lang3.JavaVersion,54,1
org.apache.commons.lang3.JavaVersion,57,1
org.apache.commons.lang3.JavaVersion,59,1
org.apache.commons.lang3.JavaVersion,62,1
org.apache.commons.lang3.JavaVersion,64,1
org.apache.commons.lang3.JavaVersion,67,1
org.apache.commons.lang3.JavaVersion,69,1
org.apache.commons.lang3.JavaVersion,72,1
org.apache.commons.lang3.JavaVersion,89,9
org.apache.commons.lang3.JavaVersion,90,9
org.apache.commons.lang3.JavaVersion,91,9
org.apache.commons.lang3.JavaVersion,92,9
org.apache.commons.lang3.JavaVersion,132,1
org.apache.commons.lang3.JavaVersion,134,1
org.apache.commons.lang3.JavaVersion,136,1
org.apache.commons.lang3.JavaVersion,138,1
org.apache.commons.lang3.JavaVersion,140,1
org.apache.commons.lang3.JavaVersion,142,1
org.apache.commons.lang3.JavaVersion,144,1
org.apache.commons.lang3.JavaVersion,146,1
org.apache.commons.lang3.JavaVersion,148,1
org.apache.commons.lang3.JavaVersion,149,1
org.apache.commons.lang3.SystemUtils,89,1
org.apache.commons.lang3.SystemUtils,111,1
org.apache.commons.lang3.SystemUtils,134,1
org.apache.commons.lang3.SystemUtils,152,1
org.apache.commons.lang3.SystemUtils,170,1
org.apache.commons.lang3.SystemUtils,191,1
org.apache.commons.lang3.SystemUtils,209,1
org.apache.commons.lang3.SystemUtils,227,1
org.apache.commons.lang3.SystemUtils,245,1
org.apache.commons.lang3.SystemUtils,264,1
org.apache.commons.lang3.SystemUtils,282,1
org.apache.commons.lang3.SystemUtils,300,1
org.apache.commons.lang3.SystemUtils,318,1
org.apache.commons.lang3.SystemUtils,336,1
org.apache.commons.lang3.SystemUtils,354,1
org.apache.commons.lang3.SystemUtils,373,1
org.apache.commons.lang3.SystemUtils,392,1
org.apache.commons.lang3.SystemUtils,410,1
org.apache.commons.lang3.SystemUtils,428,1
org.apache.commons.lang3.SystemUtils,446,1
org.apache.commons.lang3.SystemUtils,447,1
org.apache.commons.lang3.SystemUtils,466,1
org.apache.commons.lang3.SystemUtils,467,1
org.apache.commons.lang3.SystemUtils,485,1
org.apache.commons.lang3.SystemUtils,503,1
org.apache.commons.lang3.SystemUtils,521,1
org.apache.commons.lang3.SystemUtils,540,1
org.apache.commons.lang3.SystemUtils,558,1
org.apache.commons.lang3.SystemUtils,576,1
org.apache.commons.lang3.SystemUtils,594,1
org.apache.commons.lang3.SystemUtils,612,1
org.apache.commons.lang3.SystemUtils,630,1
org.apache.commons.lang3.SystemUtils,648,1
org.apache.commons.lang3.SystemUtils,666,1
org.apache.commons.lang3.SystemUtils,684,1
org.apache.commons.lang3.SystemUtils,702,1
org.apache.commons.lang3.SystemUtils,720,1
org.apache.commons.lang3.SystemUtils,738,1
org.apache.commons.lang3.SystemUtils,758,2
org.apache.commons.lang3.SystemUtils,777,1
org.apache.commons.lang3.SystemUtils,795,1
org.apache.commons.lang3.SystemUtils,814,1
org.apache.commons.lang3.SystemUtils,832,1
org.apache.commons.lang3.SystemUtils,850,1
org.apache.commons.lang3.SystemUtils,865,1
org.apache.commons.lang3.SystemUtils,875,1
org.apache.commons.lang3.SystemUtils,885,1
org.apache.commons.lang3.SystemUtils,895,1
org.apache.commons.lang3.SystemUtils,905,1
org.apache.commons.lang3.SystemUtils,915,1
org.apache.commons.lang3.SystemUtils,927,1
org.apache.commons.lang3.SystemUtils,947,1
org.apache.commons.lang3.SystemUtils,959,1
org.apache.commons.lang3.SystemUtils,971,1
org.apache.commons.lang3.SystemUtils,983,1
org.apache.commons.lang3.SystemUtils,995,1
org.apache.commons.lang3.SystemUtils,1007,1
org.apache.commons.lang3.SystemUtils,1019,1
org.apache.commons.lang3.SystemUtils,1031,1
org.apache.commons.lang3.SystemUtils,1043,1
org.apache.commons.lang3.SystemUtils,1055,1
org.apache.commons.lang3.SystemUtils,1067,1
org.apache.commons.lang3.SystemUtils,1079,1
org.apache.commons.lang3.SystemUtils,1091,1
org.apache.commons.lang3.SystemUtils,1104,1
org.apache.commons.lang3.SystemUtils,1116,1
org.apache.commons.lang3.SystemUtils,1128,1
org.apache.commons.lang3.SystemUtils,1140,1
org.apache.commons.lang3.SystemUtils,1152,1
org.apache.commons.lang3.SystemUtils,1165,1
org.apache.commons.lang3.SystemUtils,1178,1
org.apache.commons.lang3.SystemUtils,1191,1
org.apache.commons.lang3.SystemUtils,1204,1
org.apache.commons.lang3.SystemUtils,1217,1
org.apache.commons.lang3.SystemUtils,1229,1
org.apache.commons.lang3.SystemUtils,1241,1
org.apache.commons.lang3.SystemUtils,1282,7
org.apache.commons.lang3.SystemUtils,1293,10
org.apache.commons.lang3.SystemUtils,1303,14
org.apache.commons.lang3.SystemUtils,1321,43
org.apache.commons.lang3.SystemUtils,1404,7
org.apache.commons.lang3.SystemUtils,1407,7
org.apache.commons.lang3.SystemUtils,1423,10
org.apache.commons.lang3.SystemUtils,1426,10
org.apache.commons.lang3.SystemUtils,1440,14
org.apache.commons.lang3.SystemUtils,1443,14
org.apache.commons.lang3.text.StrBuilder,103,1
org.apache.commons.lang3.text.StrBuilder,104,1
org.apache.commons.lang3.text.StrBuilder,112,1
org.apache.commons.lang3.text.StrBuilder,113,1
org.apache.commons.lang3.text.StrBuilder,116,1
org.apache.commons.lang3.text.StrBuilder,117,1
org.apache.commons.lang3.text.StrBuilder,126,1
org.apache.commons.lang3.text.StrBuilder,127,1
org.apache.commons.lang3.text.StrBuilder,130,1
org.apache.commons.lang3.text.StrBuilder,131,1
org.apache.commons.lang3.text.StrBuilder,133,1
org.apache.commons.lang3.text.StrBuilder,478,1
org.apache.commons.lang3.text.StrBuilder,481,1
org.apache.commons.lang3.text.StrBuilder,462,2
org.apache.commons.lang3.text.StrBuilder,463,1
org.apache.commons.lang3.text.StrBuilder,465,1
org.apache.commons.lang3.text.StrBuilder,510,3
org.apache.commons.lang3.text.StrBuilder,513,3
org.apache.commons.lang3.text.StrBuilder,514,3
org.apache.commons.lang3.text.StrBuilder,515,3
org.apache.commons.lang3.text.StrBuilder,516,3
org.apache.commons.lang3.text.StrBuilder,517,3
org.apache.commons.lang3.text.StrBuilder,518,3
org.apache.commons.lang3.text.StrBuilder,520,3
org.apache.commons.lang3.text.StrBuilder,573,2
org.apache.commons.lang3.text.StrBuilder,574,1
org.apache.commons.lang3.text.StrBuilder,576,1
org.apache.commons.lang3.text.StrBuilder,577,1
org.apache.commons.lang3.text.StrBuilder,578,1
org.apache.commons.lang3.text.StrBuilder,579,1
org.apache.commons.lang3.text.StrBuilder,580,1
org.apache.commons.lang3.text.StrBuilder,581,1
org.apache.commons.lang3.text.StrBuilder,583,1
org.apache.commons.lang3.text.StrBuilder,623,1
org.apache.commons.lang3.text.StrBuilder,626,1
org.apache.commons.lang3.text.StrBuilder,627,1
org.apache.commons.lang3.text.StrBuilder,628,1
org.apache.commons.lang3.text.StrBuilder,629,1
org.apache.commons.lang3.text.StrBuilder,630,1
org.apache.commons.lang3.text.StrBuilder,631,1
org.apache.commons.lang3.text.StrBuilder,633,1
org.apache.commons.lang3.text.StrBuilder,673,1
org.apache.commons.lang3.text.StrBuilder,676,1
org.apache.commons.lang3.text.StrBuilder,677,1
org.apache.commons.lang3.text.StrBuilder,678,1
org.apache.commons.lang3.text.StrBuilder,679,1
org.apache.commons.lang3.text.StrBuilder,680,1
org.apache.commons.lang3.text.StrBuilder,681,1
org.apache.commons.lang3.text.StrBuilder,683,1
org.apache.commons.lang3.text.StrBuilder,448,3
org.apache.commons.lang3.text.StrBuilder,449,3
org.apache.commons.lang3.text.StrBuilder,234,6
org.apache.commons.lang3.text.StrBuilder,239,6
org.apache.commons.lang3.text.StrBuilder,188,7
org.apache.commons.lang3.text.StrBuilder,2731,8
