class:method:signature:line,sbfl_score
org.apache.commons.lang.time.DateUtils:truncate:(Ljava/util/Date;I)Ljava/util/Date;:549,0.5
org.apache.commons.lang.time.DateUtils:truncate:(Ljava/util/Date;I)Ljava/util/Date;:548,0.5
org.apache.commons.lang.time.DateUtils:truncate:(Ljava/util/Date;I)Ljava/util/Date;:547,0.5
org.apache.commons.lang.time.DateUtils:truncate:(Ljava/util/Date;I)Ljava/util/Date;:546,0.5
org.apache.commons.lang.time.DateUtils:truncate:(Ljava/util/Date;I)Ljava/util/Date;:543,0.5
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:700,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:709,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:706,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:704,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:702,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:701,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:670,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:668,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:667,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:663,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:646,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:644,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:643,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:642,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:641,0.2
org.apache.commons.lang.time.DateUtils:modify:(Ljava/util/Calendar;IZ)V:620,0.2
org.apache.commons.lang.time.DateUtils:<clinit>:()V:72,0.047619047619047616
org.apache.commons.lang.time.DateUtils:<clinit>:()V:44,0.047619047619047616
