class:method:signature:line,sbfl_score
org.apache.commons.lang.text.ExtendedMessageFormat:appendQuotedString:(Ljava/lang/String;Ljava/text/ParsePosition;Ljava/lang/StringBuffer;Z)Ljava/lang/StringBuffer;:419,1.0
org.apache.commons.lang.text.ExtendedMessageFormat:appendQuotedString:(Ljava/lang/String;Ljava/text/ParsePosition;Ljava/lang/StringBuffer;Z)Ljava/lang/StringBuffer;:420,1.0
org.apache.commons.lang.text.ExtendedMessageFormat:appendQuotedString:(Ljava/lang/String;Ljava/text/ParsePosition;Ljava/lang/StringBuffer;Z)Ljava/lang/StringBuffer;:421,1.0
org.apache.commons.lang.text.ExtendedMessageFormat:appendQuotedString:(Ljava/lang/String;Ljava/text/ParsePosition;Ljava/lang/StringBuffer;Z)Ljava/lang/StringBuffer;:422,1.0
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:159,1.0
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:158,1.0
org.apache.commons.lang.text.ExtendedMessageFormat:<init>:(Ljava/lang/String;Ljava/util/Map;)V:112,0.3333333333333333
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:148,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:152,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:next:(Ljava/text/ParsePosition;)Ljava/text/ParsePosition;:403,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:188,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:187,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:156,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:155,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:154,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:153,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:next:(Ljava/text/ParsePosition;)Ljava/text/ParsePosition;:404,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:150,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:149,0.25
org.apache.commons.lang.text.ExtendedMessageFormat:<init>:(Ljava/lang/String;Ljava/util/Locale;Ljava/util/Map;)V:125,0.14285714285714285
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:146,0.14285714285714285
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:145,0.14285714285714285
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:144,0.14285714285714285
org.apache.commons.lang.text.ExtendedMessageFormat:applyPattern:(Ljava/lang/String;)V:143,0.14285714285714285
org.apache.commons.lang.text.ExtendedMessageFormat:<init>:(Ljava/lang/String;Ljava/util/Locale;Ljava/util/Map;)V:127,0.14285714285714285
org.apache.commons.lang.text.ExtendedMessageFormat:<init>:(Ljava/lang/String;Ljava/util/Locale;Ljava/util/Map;)V:126,0.14285714285714285
org.apache.commons.lang.text.ExtendedMessageFormat:<init>:(Ljava/lang/String;Ljava/util/Locale;Ljava/util/Map;)V:124,0.14285714285714285
