class:method:signature:line,sbfl_score
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:493,1.0
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1408,1.0
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1405,1.0
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1410,1.0
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:492,1.0
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:equals:(Ljava/lang/Object;)Z:1506,1.0
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:equals:(Ljava/lang/Object;)Z:1509,1.0
org.apache.commons.lang3.time.FastDateFormat:format:(J)Ljava/lang/String;:696,1.0
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:556,1.0
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:equals:(Ljava/lang/Object;)Z:1510,1.0
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:equals:(Ljava/lang/Object;)Z:1511,1.0
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:appendTo:(Ljava/lang/StringBuffer;I)V:1248,0.5
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1241,0.5
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1240,0.5
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:appendTo:(Ljava/lang/StringBuffer;I)V:1249,0.5
org.apache.commons.lang3.time.FastDateFormat:getTimeZoneDisplay:(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;:410,0.5
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:appendTo:(Ljava/lang/StringBuffer;I)V:1247,0.5
org.apache.commons.lang3.time.FastDateFormat:getTimeZoneDisplay:(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;:411,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:<init>:(Ljava/util/TimeZone;ZILjava/util/Locale;)V:1485,0.5
org.apache.commons.lang3.time.FastDateFormat:getTimeZoneDisplay:(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;:409,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;Ljava/util/Locale;I)V:1387,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;Ljava/util/Locale;I)V:1388,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;Ljava/util/Locale;I)V:1390,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;Ljava/util/Locale;I)V:1391,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;Ljava/util/Locale;I)V:1392,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:<init>:(Ljava/util/TimeZone;ZILjava/util/Locale;)V:1484,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:estimateLength:()I:1398,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:<init>:(Ljava/util/TimeZone;ZILjava/util/Locale;)V:1486,0.5
org.apache.commons.lang3.time.FastDateFormat:getTimeZoneDisplay:(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;:415,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:<init>:(Ljava/util/TimeZone;ZILjava/util/Locale;)V:1487,0.5
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:555,0.5
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:558,0.5
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:560,0.5
org.apache.commons.lang3.time.FastDateFormat:getTimeZoneDisplay:(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;:419,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:hashCode:()I:1498,0.5
org.apache.commons.lang3.time.FastDateFormat:getTimeZoneDisplay:(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;:414,0.5
org.apache.commons.lang3.time.FastDateFormat:getTimeZoneDisplay:(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;:413,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:<init>:(Ljava/util/TimeZone;ZILjava/util/Locale;)V:1491,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:<init>:(Ljava/util/TimeZone;ZILjava/util/Locale;)V:1490,0.5
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:<init>:(Ljava/util/TimeZone;ZILjava/util/Locale;)V:1489,0.5
org.apache.commons.lang3.time.FastDateFormat$TextField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1024,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$TextField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1023,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1062,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:498,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:500,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:503,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:546,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:547,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:estimateLength:()I:1233,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1063,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1064,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:<clinit>:()V:1220,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:<init>:()V:1226,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:<init>:()V:1227,0.3333333333333333
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1097,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1096,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:appendTo:(Ljava/lang/StringBuffer;I)V:1109,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:appendTo:(Ljava/lang/StringBuffer;I)V:1103,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:appendTo:(Ljava/lang/StringBuffer;I)V:1104,0.25
org.apache.commons.lang3.time.FastDateFormat$PaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1156,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1068,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1054,0.25
org.apache.commons.lang3.time.FastDateFormat$PaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1157,0.25
org.apache.commons.lang3.time.FastDateFormat$PaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1154,0.25
org.apache.commons.lang3.time.FastDateFormat$PaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1153,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1060,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1053,0.25
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:<init>:()V:1082,0.2
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:<init>:()V:1083,0.2
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:511,0.2
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:<clinit>:()V:1075,0.2
org.apache.commons.lang3.time.FastDateFormat$UnpaddedMonthField:estimateLength:()I:1089,0.2
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:509,0.2
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:535,0.16666666666666666
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:534,0.16666666666666666
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:<init>:(I)V:1039,0.14285714285714285
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNumberRule:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1457,0.14285714285714285
org.apache.commons.lang3.time.FastDateFormat$UnpaddedNumberField:<init>:(I)V:1038,0.14285714285714285
