class:method:signature:line,sbfl_score
org.apache.commons.lang3.text.translate.LookupTranslator:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:83,0.04
org.apache.commons.lang3.text.translate.LookupTranslator:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:78,0.04
org.apache.commons.lang3.text.translate.LookupTranslator:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:77,0.04
org.apache.commons.lang3.text.translate.LookupTranslator:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:76,0.04
org.apache.commons.lang3.text.translate.LookupTranslator:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:75,0.038461538461538464
org.apache.commons.lang3.text.translate.LookupTranslator:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:71,0.038461538461538464
org.apache.commons.lang3.text.translate.LookupTranslator:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:70,0.038461538461538464
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:45,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:61,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:63,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:62,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:57,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:46,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:56,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:54,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:53,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:52,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:51,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:50,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:49,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:48,0.03225806451612903
org.apache.commons.lang3.text.translate.LookupTranslator:<init>:([[Ljava/lang/CharSequence;)V:47,0.03225806451612903
org.apache.commons.lang3.text.translate.CharSequenceTranslator:<init>:()V:32,0.022222222222222223
