class:method:signature:line,sbfl_score
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:306,1.0
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:439,1.0
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:438,1.0
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:437,1.0
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:312,1.0
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:315,1.0
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:316,1.0
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:349,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;)Ljava/lang/String;:247,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:330,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:331,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:344,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:345,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:348,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:332,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:357,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:353,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:352,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:356,0.5
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:301,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:434,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:314,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:435,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:436,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:305,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:351,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:318,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:297,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:293,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:289,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:286,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:285,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:433,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:320,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:319,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:321,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:322,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:323,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:324,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:329,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:360,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:283,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:339,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:343,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:355,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:347,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:284,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:reduceAndCorrect:(Ljava/util/Calendar;Ljava/util/Calendar;II)I:441,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:282,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:280,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:277,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:276,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:275,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:274,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:270,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:266,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:265,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:formatPeriod:(JJLjava/lang/String;ZLjava/util/TimeZone;)Ljava/lang/String;:281,0.3333333333333333
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:397,0.2
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:395,0.2
org.apache.commons.lang.time.DurationFormatUtils:lexx:(Ljava/lang/String;)[Lorg/apache/commons/lang/time/DurationFormatUtils$Token;:487,0.16666666666666666
org.apache.commons.lang.time.DurationFormatUtils$Token:containsTokenWithValue:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;Ljava/lang/Object;)Z:534,0.125
org.apache.commons.lang.time.DurationFormatUtils$Token:increment:()V:566,0.1111111111111111
org.apache.commons.lang.time.DurationFormatUtils:lexx:(Ljava/lang/String;)[Lorg/apache/commons/lang/time/DurationFormatUtils$Token;:503,0.1111111111111111
org.apache.commons.lang.time.DurationFormatUtils$Token:increment:()V:567,0.1111111111111111
org.apache.commons.lang.time.DurationFormatUtils$Token:containsTokenWithValue:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;Ljava/lang/Object;)Z:531,0.1
org.apache.commons.lang.time.DurationFormatUtils$Token:containsTokenWithValue:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;Ljava/lang/Object;)Z:530,0.1
org.apache.commons.lang.time.DurationFormatUtils$Token:getCount:()I:575,0.1
org.apache.commons.lang.time.DurationFormatUtils$Token:containsTokenWithValue:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;Ljava/lang/Object;)Z:529,0.1
org.apache.commons.lang.time.DurationFormatUtils$Token:containsTokenWithValue:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;Ljava/lang/Object;)Z:528,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:380,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:386,0.1
org.apache.commons.lang.StringUtils:leftPad:(Ljava/lang/String;IC)Ljava/lang/String;:3870,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:381,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:430,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:382,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:383,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:384,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:385,0.1
org.apache.commons.lang.time.DurationFormatUtils:format:([Lorg/apache/commons/lang/time/DurationFormatUtils$Token;IIIIIIIZ)Ljava/lang/String;:387,0.1
