class:method:signature:line,sbfl_score
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;Ljava/lang/String;)Z:1718,0.06666666666666667
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;Ljava/lang/String;)Z:1715,0.06666666666666667
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1380,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1379,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1674,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1677,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1678,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1679,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1680,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1681,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1682,0.05
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1685,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;Ljava/lang/String;)I:1412,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;Ljava/lang/String;)I:1415,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1372,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1375,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1376,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1378,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1377,0.05
org.apache.commons.lang3.StringUtils:indexOfAnyBut:(Ljava/lang/String;Ljava/lang/String;)I:1577,0.05
org.apache.commons.lang3.StringUtils:indexOfAnyBut:(Ljava/lang/String;Ljava/lang/String;)I:1576,0.05
org.apache.commons.lang3.StringUtils:indexOfAnyBut:(Ljava/lang/String;Ljava/lang/String;)I:1575,0.05
org.apache.commons.lang3.StringUtils:indexOfAny:(Ljava/lang/CharSequence;[C)I:1382,0.05
