class:method:signature:line,sbfl_score
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:654,1.0
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:655,1.0
org.apache.commons.lang3.time.FastDateFormat$StringLiteral:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1130,0.5
org.apache.commons.lang3.time.FastDateFormat$TextField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1172,0.5
org.apache.commons.lang3.time.FastDateFormat$TextField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1171,0.5
org.apache.commons.lang3.time.FastDateFormat$StringLiteral:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1131,0.5
org.apache.commons.lang3.time.FastDateFormat:format:(Ljava/util/Date;)Ljava/lang/String;:822,0.03225806451612903
org.apache.commons.lang3.time.FastDateFormat:format:(Ljava/util/Date;)Ljava/lang/String;:821,0.03225806451612903
org.apache.commons.lang3.time.FastDateFormat:format:(Ljava/util/Date;)Ljava/lang/String;:820,0.03225806451612903
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:689,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:738,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:743,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$StringLiteral:estimateLength:()I:1123,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$StringLiteral:<init>:(Ljava/lang/String;)V:1115,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:687,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:646,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$StringLiteral:<init>:(Ljava/lang/String;)V:1116,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$StringLiteral:<init>:(Ljava/lang/String;)V:1117,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat:getInstance:(Ljava/lang/String;Ljava/util/Locale;)Lorg/apache/commons/lang3/time/FastDateFormat;:196,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat:parsePattern:()Ljava/util/List;:645,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1355,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1356,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1357,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:appendTo:(Ljava/lang/StringBuffer;I)V:1361,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1348,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:appendTo:(Ljava/lang/StringBuffer;Ljava/util/Calendar;)V:1349,0.027777777777777776
org.apache.commons.lang3.time.FastDateFormat$TextField:<init>:(I[Ljava/lang/String;)V:1148,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:<init>:(I[Ljava/lang/String;)V:1149,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:estimateLength:()I:1163,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:estimateLength:()I:1161,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:estimateLength:()I:1160,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:estimateLength:()I:1159,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:estimateLength:()I:1158,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:estimateLength:()I:1157,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:<init>:(I[Ljava/lang/String;)V:1151,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:<init>:(I[Ljava/lang/String;)V:1150,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat$TextField:estimateLength:()I:1164,0.02702702702702703
org.apache.commons.lang3.time.FastDateFormat:applyRules:(Ljava/util/Calendar;Ljava/lang/StringBuffer;)Ljava/lang/StringBuffer;:893,0.02631578947368421
org.apache.commons.lang3.time.FastDateFormat:applyRules:(Ljava/util/Calendar;Ljava/lang/StringBuffer;)Ljava/lang/StringBuffer;:891,0.02631578947368421
org.apache.commons.lang3.time.FastDateFormat:applyRules:(Ljava/util/Calendar;Ljava/lang/StringBuffer;)Ljava/lang/StringBuffer;:890,0.02631578947368421
org.apache.commons.lang3.time.FastDateFormat:applyRules:(Ljava/util/Calendar;Ljava/lang/StringBuffer;)Ljava/lang/StringBuffer;:889,0.02631578947368421
org.apache.commons.lang3.time.FastDateFormat:applyRules:(Ljava/util/Calendar;Ljava/lang/StringBuffer;)Ljava/lang/StringBuffer;:888,0.02631578947368421
org.apache.commons.lang3.time.FastDateFormat:selectNumberRule:(II)Lorg/apache/commons/lang3/time/FastDateFormat$NumberRule;:771,0.021739130434782608
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:<init>:(I)V:1334,0.021739130434782608
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:<init>:(I)V:1333,0.021739130434782608
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:<init>:(I)V:1335,0.021739130434782608
org.apache.commons.lang3.time.FastDateFormat$TwoDigitNumberField:estimateLength:()I:1341,0.021739130434782608
org.apache.commons.lang3.time.FastDateFormat:<init>:(Ljava/lang/String;Ljava/util/TimeZone;Ljava/util/Locale;)V:543,0.021739130434782608
org.apache.commons.lang3.time.FastDateFormat:hashCode:()I:1006,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:734,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:748,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:747,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:745,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:getInstance:(Ljava/lang/String;Ljava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang3/time/FastDateFormat;:214,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:getInstance:(Ljava/lang/String;Ljava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang3/time/FastDateFormat;:215,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:737,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:735,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:732,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:755,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:730,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:727,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:723,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:722,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:721,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:720,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:719,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:750,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:selectNumberRule:(II)Lorg/apache/commons/lang3/time/FastDateFormat$NumberRule;:767,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:parseToken:(Ljava/lang/String;[I)Ljava/lang/String;:756,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:<init>:(Ljava/lang/String;Ljava/util/TimeZone;Ljava/util/Locale;)V:539,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:<clinit>:()V:111,0.02127659574468085
org.apache.commons.lang3.time.FastDateFormat:<clinit>:()V:112,0.02127659574468085
