class:method:signature:line,sbfl_score
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/reflect/GenericArrayType;Ljava/util/Map;)Z:280,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/reflect/ParameterizedType;Ljava/util/Map;)Z:193,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/reflect/Type;Ljava/util/Map;)Z:88,0.5
org.apache.commons.lang3.reflect.TypeUtils:getTypeArguments:(Ljava/lang/Class;Ljava/lang/Class;Ljava/util/Map;)Ljava/util/Map;:660,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/Class;)Z:121,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/reflect/GenericArrayType;Ljava/util/Map;)Z:283,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/reflect/GenericArrayType;Ljava/util/Map;)Z:287,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/reflect/GenericArrayType;Ljava/util/Map;)Z:289,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/reflect/WildcardType;Ljava/util/Map;)Z:408,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/Class;)Z:134,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/Class;)Z:136,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/Class;)Z:140,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/Class;)Z:154,0.5
org.apache.commons.lang3.reflect.TypeUtils:isAssignable:(Ljava/lang/reflect/Type;Ljava/lang/Class;)Z:155,0.5
