class:method:signature:line,sbfl_score
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:174,1.0
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(Ljava/lang/Object;)I:400,0.25
org.apache.commons.lang3.builder.HashCodeBuilder:isRegistered:(Ljava/lang/Object;)Z:152,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:192,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:361,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:360,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:198,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:197,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:196,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:187,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:363,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:186,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:181,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:180,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:179,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:178,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:177,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:362,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:364,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:getRegistry:()Ljava/util/Set;:137,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:366,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:register:(Ljava/lang/Object;)V:522,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:register:(Ljava/lang/Object;)V:523,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:unregister:(Ljava/lang/Object;)V:538,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:unregister:(Ljava/lang/Object;)V:539,0.125
org.apache.commons.lang3.builder.HashCodeBuilder$1:initialValue:()Ljava/util/Set;:107,0.125
org.apache.commons.lang3.builder.IDKey:<init>:(Ljava/lang/Object;)V:40,0.125
org.apache.commons.lang3.builder.IDKey:<init>:(Ljava/lang/Object;)V:42,0.125
org.apache.commons.lang3.builder.IDKey:<init>:(Ljava/lang/Object;)V:46,0.125
org.apache.commons.lang3.builder.IDKey:<init>:(Ljava/lang/Object;)V:47,0.125
org.apache.commons.lang3.builder.IDKey:equals:(Ljava/lang/Object;)Z:65,0.125
org.apache.commons.lang3.builder.IDKey:equals:(Ljava/lang/Object;)Z:68,0.125
org.apache.commons.lang3.builder.IDKey:equals:(Ljava/lang/Object;)Z:69,0.125
org.apache.commons.lang3.builder.IDKey:equals:(Ljava/lang/Object;)Z:73,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionAppend:(Ljava/lang/Object;Ljava/lang/Class;Lorg/apache/commons/lang3/builder/HashCodeBuilder;Z[Ljava/lang/String;)V:173,0.125
org.apache.commons.lang3.builder.IDKey:hashCode:()I:55,0.125
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:359,0.08333333333333333
org.apache.commons.lang3.builder.HashCodeBuilder:append:(Ljava/lang/Object;)Lorg/apache/commons/lang3/builder/HashCodeBuilder;:883,0.07692307692307693
org.apache.commons.lang3.builder.HashCodeBuilder:reflectionHashCode:(IILjava/lang/Object;ZLjava/lang/Class;[Ljava/lang/String;)I:356,0.07692307692307693
org.apache.commons.lang3.ArrayUtils:indexOf:([Ljava/lang/Object;Ljava/lang/Object;I)I:1646,0.05263157894736842
org.apache.commons.lang3.builder.HashCodeBuilder:append:(Ljava/lang/Object;)Lorg/apache/commons/lang3/builder/HashCodeBuilder;:886,0.045454545454545456
org.apache.commons.lang3.ArrayUtils:contains:([Ljava/lang/Object;Ljava/lang/Object;)Z:1730,0.045454545454545456
org.apache.commons.lang3.builder.HashCodeBuilder:append:(Ljava/lang/Object;)Lorg/apache/commons/lang3/builder/HashCodeBuilder;:859,0.045454545454545456
org.apache.commons.lang3.builder.HashCodeBuilder:append:(Ljava/lang/Object;)Lorg/apache/commons/lang3/builder/HashCodeBuilder;:855,0.045454545454545456
org.apache.commons.lang3.ArrayUtils:indexOf:([Ljava/lang/Object;Ljava/lang/Object;)I:1627,0.041666666666666664
org.apache.commons.lang3.ArrayUtils:indexOf:([Ljava/lang/Object;Ljava/lang/Object;I)I:1645,0.04
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:593,0.02631578947368421
org.apache.commons.lang3.builder.HashCodeBuilder:toHashCode:()I:966,0.02631578947368421
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:591,0.02631578947368421
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:592,0.02631578947368421
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:588,0.02631578947368421
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:585,0.02631578947368421
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:582,0.024390243902439025
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:549,0.022727272727272728
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:578,0.022727272727272728
org.apache.commons.lang3.builder.HashCodeBuilder:<init>:(II)V:579,0.022727272727272728
org.apache.commons.lang3.builder.HashCodeBuilder:<clinit>:()V:104,0.022222222222222223
org.apache.commons.lang3.builder.HashCodeBuilder$1:initialValue:()Ljava/lang/Object;:104,0.022222222222222223
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:67,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:63,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:75,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:79,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:83,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:95,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:87,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:91,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:71,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:119,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:99,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:103,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:107,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:111,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:115,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:123,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:127,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:59,0.0030303030303030303
org.apache.commons.lang3.ArrayUtils:<clinit>:()V:55,0.0030303030303030303
