class:method:signature:line,sbfl_score
org.apache.commons.lang.time.StopWatch:suspend:()V:181,0.5
org.apache.commons.lang.time.StopWatch:suspend:()V:180,0.5
org.apache.commons.lang.time.StopWatch:suspend:()V:179,0.5
org.apache.commons.lang.time.StopWatch:suspend:()V:176,0.3333333333333333
org.apache.commons.lang.time.StopWatch:getTime:()J:210,0.25
org.apache.commons.lang.time.StopWatch:stop:()V:120,0.2
org.apache.commons.lang.time.StopWatch:getTime:()J:209,0.2
org.apache.commons.lang.time.StopWatch:stop:()V:119,0.2
org.apache.commons.lang.time.StopWatch:stop:()V:118,0.2
org.apache.commons.lang.time.StopWatch:stop:()V:115,0.2
org.apache.commons.lang.time.StopWatch:start:()V:104,0.16666666666666666
org.apache.commons.lang.time.StopWatch:start:()V:105,0.16666666666666666
org.apache.commons.lang.time.StopWatch:<init>:()V:65,0.16666666666666666
org.apache.commons.lang.time.StopWatch:<init>:()V:70,0.16666666666666666
org.apache.commons.lang.time.StopWatch:start:()V:102,0.16666666666666666
org.apache.commons.lang.time.StopWatch:start:()V:99,0.16666666666666666
org.apache.commons.lang.time.StopWatch:start:()V:96,0.16666666666666666
org.apache.commons.lang.time.StopWatch:<init>:()V:86,0.16666666666666666
org.apache.commons.lang.time.StopWatch:<init>:()V:85,0.16666666666666666
org.apache.commons.lang.time.StopWatch:<init>:()V:79,0.16666666666666666
org.apache.commons.lang.time.StopWatch:<init>:()V:75,0.16666666666666666
org.apache.commons.lang.time.StopWatch:start:()V:103,0.16666666666666666
