class:method:signature:line,sbfl_score
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:485,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:estimateLength:()I:1559,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1551,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1549,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1548,0.5
org.apache.commons.lang.time.FastDateFormat:getDateInstance:(I)Lorg/apache/commons/lang/time/FastDateFormat;:234,0.5
org.apache.commons.lang.time.FastDateFormat:getDateInstance:(ILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:293,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(II)Lorg/apache/commons/lang/time/FastDateFormat;:408,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:425,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:461,0.5
org.apache.commons.lang.time.FastDateFormat:parsePattern:()Ljava/util/List;:620,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:465,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:466,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:469,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:470,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:471,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:472,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:475,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:477,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:478,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:479,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:483,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1544,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1542,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1541,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1540,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1539,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:<init>:(Ljava/util/TimeZone;ZLjava/util/Locale;I)V:1538,0.5
org.apache.commons.lang.time.FastDateFormat:parsePattern:()Ljava/util/List;:677,0.5
org.apache.commons.lang.time.FastDateFormat:parsePattern:()Ljava/util/List;:675,0.5
org.apache.commons.lang.time.FastDateFormat:parsePattern:()Ljava/util/List;:672,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:estimateLength:()I:1557,0.5
org.apache.commons.lang.time.FastDateFormat:getDateTimeInstance:(IILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:462,0.5
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule:estimateLength:()I:1560,0.5
org.apache.commons.lang.time.FastDateFormat$Pair:equals:(Ljava/lang/Object;)Z:1717,0.5
org.apache.commons.lang.time.FastDateFormat$Pair:equals:(Ljava/lang/Object;)Z:1727,0.5
org.apache.commons.lang.time.FastDateFormat$Pair:equals:(Ljava/lang/Object;)Z:1721,0.5
org.apache.commons.lang.time.FastDateFormat$Pair:equals:(Ljava/lang/Object;)Z:1725,0.5
org.apache.commons.lang.time.FastDateFormat$Pair:<init>:(Ljava/lang/Object;Ljava/lang/Object;)V:1710,0.3333333333333333
org.apache.commons.lang.time.FastDateFormat$Pair:<init>:(Ljava/lang/Object;Ljava/lang/Object;)V:1708,0.3333333333333333
org.apache.commons.lang.time.FastDateFormat$Pair:<init>:(Ljava/lang/Object;Ljava/lang/Object;)V:1711,0.3333333333333333
org.apache.commons.lang.time.FastDateFormat$Pair:hashCode:()I:1738,0.3333333333333333
org.apache.commons.lang.time.FastDateFormat$Pair:<init>:(Ljava/lang/Object;Ljava/lang/Object;)V:1709,0.3333333333333333
org.apache.commons.lang.time.FastDateFormat:parsePattern:()Ljava/util/List;:633,0.25
org.apache.commons.lang.time.FastDateFormat$TwelveHourField:estimateLength:()I:1455,0.25
org.apache.commons.lang.time.FastDateFormat$TwelveHourField:<init>:(Lorg/apache/commons/lang/time/FastDateFormat$NumberRule;)V:1449,0.25
org.apache.commons.lang.time.FastDateFormat$TwelveHourField:<init>:(Lorg/apache/commons/lang/time/FastDateFormat$NumberRule;)V:1448,0.25
org.apache.commons.lang.time.FastDateFormat$TwelveHourField:<init>:(Lorg/apache/commons/lang/time/FastDateFormat$NumberRule;)V:1447,0.25
org.apache.commons.lang.time.FastDateFormat:parsePattern:()Ljava/util/List;:634,0.25
org.apache.commons.lang.time.FastDateFormat:parsePattern:()Ljava/util/List;:664,0.25
org.apache.commons.lang.time.FastDateFormat:getDateInstance:(ILjava/util/TimeZone;Ljava/util/Locale;)Lorg/apache/commons/lang/time/FastDateFormat;:280,0.25
