class:method:signature:line,sbfl_score
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;C)Ljava/lang/String;:3257,0.5
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3293,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3300,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3295,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3294,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3301,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3290,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;C)Ljava/lang/String;:3260,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;C)Ljava/lang/String;:3256,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3302,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3304,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3305,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3308,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;CII)Ljava/lang/String;:3298,0.25
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;:3336,0.16666666666666666
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;)Ljava/lang/String;:3230,0.16666666666666666
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3380,0.16666666666666666
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;:3338,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3369,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3372,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3373,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3378,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3379,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3383,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3385,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3386,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3389,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;:3335,0.125
org.apache.commons.lang3.StringUtils:join:([Ljava/lang/Object;Ljava/lang/String;II)Ljava/lang/String;:3393,0.125
org.apache.commons.lang3.StringUtils:<clinit>:()V:704,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:719,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:705,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:706,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:708,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:709,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:710,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:711,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:717,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:720,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:747,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:722,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:724,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:733,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:737,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:739,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:744,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:745,0.00425531914893617
org.apache.commons.lang3.StringUtils:<clinit>:()V:147,0.00425531914893617
