class:method:signature:line,sbfl_score
org.apache.commons.lang3.StringEscapeUtils:escapeCsv:(Ljava/lang/String;)Ljava/lang/String;:556,0.5
org.apache.commons.lang3.StringEscapeUtils$CsvEscaper:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:156,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils$CsvEscaper:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:160,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils$CsvEscaper:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:161,0.3333333333333333
org.apache.commons.lang3.StringEscapeUtils$CsvEscaper:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)I:167,0.3333333333333333
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1742,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1746,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1737,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1740,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1741,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1743,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1744,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1745,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1763,0.1111111111111111
org.apache.commons.lang3.StringUtils:containsNone:(Ljava/lang/CharSequence;[C)Z:1747,0.1111111111111111
org.apache.commons.lang3.StringEscapeUtils:<clinit>:()V:206,0.04
org.apache.commons.lang3.text.translate.EntityArrays:APOS_ESCAPE:()[[Ljava/lang/String;:377,0.04
org.apache.commons.lang3.StringEscapeUtils:<clinit>:()V:217,0.04
org.apache.commons.lang3.StringEscapeUtils:<clinit>:()V:183,0.04
org.apache.commons.lang3.StringEscapeUtils:<clinit>:()V:233,0.04
