class,line,hits
org.apache.commons.lang3.StringUtils,181,1
org.apache.commons.lang3.StringUtils,5267,259200
org.apache.commons.lang3.StringUtils,5270,259200
org.apache.commons.lang3.StringUtils,5271,259200
org.apache.commons.lang3.StringUtils,5272,259200
org.apache.commons.lang3.time.DurationFormatUtils,469,1
org.apache.commons.lang3.time.DurationFormatUtils,470,1
org.apache.commons.lang3.time.DurationFormatUtils,471,1
org.apache.commons.lang3.time.DurationFormatUtils,472,1
org.apache.commons.lang3.time.DurationFormatUtils,473,1
org.apache.commons.lang3.time.DurationFormatUtils,474,1
org.apache.commons.lang3.time.DurationFormatUtils,475,1
org.apache.commons.lang3.time.DurationFormatUtils,416,86400
org.apache.commons.lang3.time.DurationFormatUtils,417,86400
org.apache.commons.lang3.time.DurationFormatUtils,418,86400
org.apache.commons.lang3.time.DurationFormatUtils,419,518400
org.apache.commons.lang3.time.DurationFormatUtils,420,432000
org.apache.commons.lang3.time.DurationFormatUtils,421,432000
org.apache.commons.lang3.time.DurationFormatUtils,422,432000
org.apache.commons.lang3.time.DurationFormatUtils,423,432000
org.apache.commons.lang3.time.DurationFormatUtils,424,172800
org.apache.commons.lang3.time.DurationFormatUtils,425,172800
org.apache.commons.lang3.time.DurationFormatUtils,426,259200
org.apache.commons.lang3.time.DurationFormatUtils,439,172800
org.apache.commons.lang3.time.DurationFormatUtils,441,86400
org.apache.commons.lang3.time.DurationFormatUtils,442,86400
org.apache.commons.lang3.time.DurationFormatUtils,443,172800
org.apache.commons.lang3.time.DurationFormatUtils,445,86400
org.apache.commons.lang3.time.DurationFormatUtils,446,86400
org.apache.commons.lang3.time.DurationFormatUtils,447,172800
org.apache.commons.lang3.time.DurationFormatUtils,449,86400
org.apache.commons.lang3.time.DurationFormatUtils,450,86400
org.apache.commons.lang3.time.DurationFormatUtils,466,86400
org.apache.commons.lang3.time.DurationFormatUtils,243,86400
org.apache.commons.lang3.time.DurationFormatUtils,278,86400
org.apache.commons.lang3.time.DurationFormatUtils,282,86400
org.apache.commons.lang3.time.DurationFormatUtils,283,86400
org.apache.commons.lang3.time.DurationFormatUtils,284,86400
org.apache.commons.lang3.time.DurationFormatUtils,285,86400
org.apache.commons.lang3.time.DurationFormatUtils,288,86400
org.apache.commons.lang3.time.DurationFormatUtils,289,86400
org.apache.commons.lang3.time.DurationFormatUtils,290,86400
org.apache.commons.lang3.time.DurationFormatUtils,291,86400
org.apache.commons.lang3.time.DurationFormatUtils,292,86400
org.apache.commons.lang3.time.DurationFormatUtils,293,86400
org.apache.commons.lang3.time.DurationFormatUtils,294,86400
org.apache.commons.lang3.time.DurationFormatUtils,297,172800
org.apache.commons.lang3.time.DurationFormatUtils,301,172800
org.apache.commons.lang3.time.DurationFormatUtils,305,172800
org.apache.commons.lang3.time.DurationFormatUtils,309,172800
org.apache.commons.lang3.time.DurationFormatUtils,314,86400
org.apache.commons.lang3.time.DurationFormatUtils,335,86400
org.apache.commons.lang3.time.DurationFormatUtils,336,86400
org.apache.commons.lang3.time.DurationFormatUtils,337,86400
org.apache.commons.lang3.time.DurationFormatUtils,342,86400
org.apache.commons.lang3.time.DurationFormatUtils,357,86400
org.apache.commons.lang3.time.DurationFormatUtils,360,172800
org.apache.commons.lang3.time.DurationFormatUtils,365,86400
org.apache.commons.lang3.time.DurationFormatUtils,367,172800
org.apache.commons.lang3.time.DurationFormatUtils,379,86400
org.apache.commons.lang3.time.DurationFormatUtils,380,86400
org.apache.commons.lang3.time.DurationFormatUtils,381,86400
org.apache.commons.lang3.time.DurationFormatUtils,383,86400
org.apache.commons.lang3.time.DurationFormatUtils,387,86400
org.apache.commons.lang3.time.DurationFormatUtils,391,86400
org.apache.commons.lang3.time.DurationFormatUtils,396,86400
org.apache.commons.lang3.time.DurationFormatUtils,484,86400
org.apache.commons.lang3.time.DurationFormatUtils,485,86400
org.apache.commons.lang3.time.DurationFormatUtils,487,86400
org.apache.commons.lang3.time.DurationFormatUtils,490,86400
org.apache.commons.lang3.time.DurationFormatUtils,491,86400
org.apache.commons.lang3.time.DurationFormatUtils,492,86400
org.apache.commons.lang3.time.DurationFormatUtils,493,518400
org.apache.commons.lang3.time.DurationFormatUtils,494,432000
org.apache.commons.lang3.time.DurationFormatUtils,495,432000
org.apache.commons.lang3.time.DurationFormatUtils,499,432000
org.apache.commons.lang3.time.DurationFormatUtils,500,432000
org.apache.commons.lang3.time.DurationFormatUtils,522,86400
org.apache.commons.lang3.time.DurationFormatUtils,523,86400
org.apache.commons.lang3.time.DurationFormatUtils,525,86400
org.apache.commons.lang3.time.DurationFormatUtils,526,86400
org.apache.commons.lang3.time.DurationFormatUtils,528,86400
org.apache.commons.lang3.time.DurationFormatUtils,529,86400
org.apache.commons.lang3.time.DurationFormatUtils,534,172800
org.apache.commons.lang3.time.DurationFormatUtils,535,172800
org.apache.commons.lang3.time.DurationFormatUtils,536,172800
org.apache.commons.lang3.time.DurationFormatUtils,538,172800
org.apache.commons.lang3.time.DurationFormatUtils,541,432000
org.apache.commons.lang3.time.DurationFormatUtils,542,259200
org.apache.commons.lang3.time.DurationFormatUtils,545,259200
org.apache.commons.lang3.time.DurationFormatUtils,546,259200
org.apache.commons.lang3.time.DurationFormatUtils,547,259200
org.apache.commons.lang3.time.DurationFormatUtils,549,259200
org.apache.commons.lang3.time.DurationFormatUtils,552,86400
