class,line,hits
org.apache.commons.lang3.builder.EqualsBuilder,92,1
org.apache.commons.lang3.builder.EqualsBuilder,214,5
org.apache.commons.lang3.builder.EqualsBuilder,222,5
org.apache.commons.lang3.builder.EqualsBuilder,224,5
org.apache.commons.lang3.builder.EqualsBuilder,618,4
org.apache.commons.lang3.builder.EqualsBuilder,621,4
org.apache.commons.lang3.builder.EqualsBuilder,622,4
org.apache.commons.lang3.builder.EqualsBuilder,884,5
org.apache.commons.lang3.builder.EqualsBuilder,887,5
org.apache.commons.lang3.builder.EqualsBuilder,888,2
org.apache.commons.lang3.builder.EqualsBuilder,890,3
org.apache.commons.lang3.builder.EqualsBuilder,891,1
org.apache.commons.lang3.builder.EqualsBuilder,892,1
org.apache.commons.lang3.builder.EqualsBuilder,894,2
org.apache.commons.lang3.builder.EqualsBuilder,898,6
org.apache.commons.lang3.builder.EqualsBuilder,899,4
org.apache.commons.lang3.builder.EqualsBuilder,901,2
org.apache.commons.lang3.builder.EqualsBuilder,911,5
org.apache.commons.lang3.builder.EqualsBuilder,935,1
org.apache.commons.lang3.builder.EqualsBuilder,936,1
