,sbfl_score
org.apache.commons.lang3.time.FastDateParser:137,0.5
org.apache.commons.lang3.time.FastDateParser:255,0.025
org.apache.commons.lang3.time.FastDateParser:277,0.024390243902439025
org.apache.commons.lang3.time.FastDateParser:278,0.024390243902439025
org.apache.commons.lang3.time.FastDateParser:280,0.024390243902439025
org.apache.commons.lang3.time.FastDateParser:281,0.024390243902439025
org.apache.commons.lang3.time.FastDateParser:282,0.024390243902439025
org.apache.commons.lang3.time.FastDateParser:284,0.024390243902439025
org.apache.commons.lang3.time.FastDateParser:285,0.024390243902439025
org.apache.commons.lang3.time.FastDateParser:640,0.024390243902439025
