,sbfl_score
org.apache.commons.lang3.builder.ReflectionToStringBuilder:144,0.037037037037037035
org.apache.commons.lang3.builder.ToStringBuilder:164,0.037037037037037035
org.apache.commons.lang3.builder.ToStringBuilder:178,0.037037037037037035
org.apache.commons.lang3.builder.ToStringBuilder:199,0.037037037037037035
org.apache.commons.lang3.builder.ToStringStyle:472,0.037037037037037035
org.apache.commons.lang3.builder.ToStringStyle:473,0.037037037037037035
org.apache.commons.lang3.builder.ReflectionToStringBuilder:509,0.037037037037037035
org.apache.commons.lang3.builder.ReflectionToStringBuilder:510,0.037037037037037035
org.apache.commons.lang3.builder.ToStringStyle:581,0.037037037037037035
org.apache.commons.lang3.builder.ToStringStyle:582,0.037037037037037035
